text,shares,likes,comments,label
Sample news article content 1524. This is synthetic text for training.,2959,591,386,FAKE
Sample news article content 1525. This is synthetic text for training.,183,526,846,FAKE
Sample news article content 1526. This is synthetic text for training.,3358,7855,1634,FAKE
Sample news article content 1527. This is synthetic text for training.,1398,1292,1966,FAKE
Sample news article content 1528. This is synthetic text for training.,2796,1654,37,REAL
Sample news article content 1529. This is synthetic text for training.,536,187,1184,REAL
Sample news article content 1530. This is synthetic text for training.,1273,2758,1485,REAL
Sample news article content 1531. This is synthetic text for training.,2967,8720,1967,REAL
Sample news article content 1532. This is synthetic text for training.,3049,8625,1472,REAL
Sample news article content 1533. This is synthetic text for training.,1096,6431,1140,FAKE
Sample news article content 1534. This is synthetic text for training.,1305,6037,240,FAKE
Sample news article content 1535. This is synthetic text for training.,915,9996,1049,REAL
Sample news article content 1536. This is synthetic text for training.,3081,8494,1671,FAKE
Sample news article content 1537. This is synthetic text for training.,4247,4182,561,REAL
Sample news article content 1538. This is synthetic text for training.,1028,6973,1999,REAL
Sample news article content 1539. This is synthetic text for training.,1977,437,805,FAKE
Sample news article content 1540. This is synthetic text for training.,3354,832,1929,FAKE
Sample news article content 1541. This is synthetic text for training.,2511,8988,297,FAKE
Sample news article content 1542. This is synthetic text for training.,270,8751,804,REAL
Sample news article content 1543. This is synthetic text for training.,1186,8953,153,FAKE
Sample news article content 1544. This is synthetic text for training.,4555,5794,731,REAL
Sample news article content 1545. This is synthetic text for training.,4200,3574,1675,REAL
Sample news article content 1546. This is synthetic text for training.,3764,3785,467,REAL
Sample news article content 1547. This is synthetic text for training.,2398,5220,48,FAKE
Sample news article content 1548. This is synthetic text for training.,4529,7750,1677,FAKE
Sample news article content 1549. This is synthetic text for training.,4235,6818,45,REAL
Sample news article content 1550. This is synthetic text for training.,4182,684,1698,FAKE
Sample news article content 1551. This is synthetic text for training.,1711,4233,1308,FAKE
Sample news article content 1552. This is synthetic text for training.,2230,577,779,FAKE
Sample news article content 1553. This is synthetic text for training.,128,8007,1651,REAL
Sample news article content 1554. This is synthetic text for training.,1269,227,81,REAL
Sample news article content 1555. This is synthetic text for training.,3672,2328,1067,FAKE
Sample news article content 1556. This is synthetic text for training.,1601,2731,1729,REAL
Sample news article content 1557. This is synthetic text for training.,4765,9019,1793,FAKE
Sample news article content 1558. This is synthetic text for training.,3970,430,954,FAKE
Sample news article content 1559. This is synthetic text for training.,4244,9255,272,FAKE
Sample news article content 1560. This is synthetic text for training.,4947,1709,393,FAKE
Sample news article content 1561. This is synthetic text for training.,627,5782,1809,REAL
Sample news article content 1562. This is synthetic text for training.,3797,1234,789,REAL
Sample news article content 1563. This is synthetic text for training.,2044,8493,594,REAL
Sample news article content 1564. This is synthetic text for training.,3552,5205,57,FAKE
Sample news article content 1565. This is synthetic text for training.,4979,1420,564,FAKE
Sample news article content 1566. This is synthetic text for training.,2341,768,0,FAKE
Sample news article content 1567. This is synthetic text for training.,3214,6034,215,REAL
Sample news article content 1568. This is synthetic text for training.,249,9596,1340,FAKE
Sample news article content 1569. This is synthetic text for training.,2925,8635,1251,REAL
Sample news article content 1570. This is synthetic text for training.,974,3104,1496,REAL
Sample news article content 1571. This is synthetic text for training.,1325,4355,1507,REAL
Sample news article content 1572. This is synthetic text for training.,983,3305,765,REAL
Sample news article content 1573. This is synthetic text for training.,888,1538,670,REAL
Sample news article content 1574. This is synthetic text for training.,2937,1331,1310,REAL
Sample news article content 1575. This is synthetic text for training.,2117,8168,510,FAKE
Sample news article content 1576. This is synthetic text for training.,2672,6939,1601,FAKE
Sample news article content 1577. This is synthetic text for training.,4970,8261,914,REAL
Sample news article content 1578. This is synthetic text for training.,1326,5558,1844,REAL
Sample news article content 1579. This is synthetic text for training.,470,5944,1995,FAKE
Sample news article content 1580. This is synthetic text for training.,1987,7126,1481,REAL
Sample news article content 1581. This is synthetic text for training.,90,480,94,REAL
Sample news article content 1582. This is synthetic text for training.,529,5263,492,FAKE
Sample news article content 1583. This is synthetic text for training.,4756,4094,764,REAL
Sample news article content 1584. This is synthetic text for training.,4059,6167,1021,REAL
Sample news article content 1585. This is synthetic text for training.,4834,2793,149,REAL
Sample news article content 1586. This is synthetic text for training.,2773,2892,1046,FAKE
Sample news article content 1587. This is synthetic text for training.,4967,1198,755,FAKE
Sample news article content 1588. This is synthetic text for training.,1686,8011,1238,FAKE
Sample news article content 1589. This is synthetic text for training.,191,2372,398,REAL
Sample news article content 1590. This is synthetic text for training.,1986,1892,409,REAL
Sample news article content 1591. This is synthetic text for training.,3623,5790,130,FAKE
Sample news article content 1592. This is synthetic text for training.,2185,1883,854,REAL
Sample news article content 1593. This is synthetic text for training.,4440,5467,147,REAL
Sample news article content 1594. This is synthetic text for training.,1008,797,380,REAL
Sample news article content 1595. This is synthetic text for training.,3783,8209,1132,REAL
Sample news article content 1596. This is synthetic text for training.,4298,8235,551,REAL
Sample news article content 1597. This is synthetic text for training.,4668,154,1144,FAKE
Sample news article content 1598. This is synthetic text for training.,4287,4962,294,REAL
Sample news article content 1599. This is synthetic text for training.,2052,4080,1143,FAKE
Sample news article content 1600. This is synthetic text for training.,3308,8050,455,REAL
Sample news article content 1601. This is synthetic text for training.,1716,5947,1553,FAKE
Sample news article content 1602. This is synthetic text for training.,310,9617,168,REAL
Sample news article content 1603. This is synthetic text for training.,4538,4320,709,FAKE
Sample news article content 1604. This is synthetic text for training.,1260,1892,1946,REAL
Sample news article content 1605. This is synthetic text for training.,4965,9089,1166,FAKE
Sample news article content 1606. This is synthetic text for training.,3932,3424,36,REAL
Sample news article content 1607. This is synthetic text for training.,3268,9450,1721,FAKE
Sample news article content 1608. This is synthetic text for training.,584,2015,1284,REAL
Sample news article content 1609. This is synthetic text for training.,2799,6673,230,FAKE
